,loanid,month,amount
932,2165,2023-06-30,61314
933,2165,2023-07-31,61314
934,2165,2023-08-31,61314
935,2165,2023-09-30,61314
936,2167,2022-10-31,43709
937,2167,2022-11-30,43709
938,2167,2022-12-31,43709
939,2167,2023-01-31,43709
940,2167,2023-02-28,43709
941,2167,2023-03-31,43709
942,2167,2023-04-30,43709
943,2167,2023-05-31,43709
944,2167,2023-06-30,43709
945,2167,2023-07-31,43709
946,2167,2023-08-31,43709
947,2167,2023-09-30,43709
948,2176,2022-10-31,46804
949,2176,2022-11-30,46804
950,2176,2022-12-31,46804
951,2176,2023-01-31,46804
952,2176,2023-02-28,46804
953,2176,2023-03-31,46804
954,2176,2023-04-30,46804
955,2176,2023-05-31,46804
956,2176,2023-06-30,46804
957,2176,2023-07-31,46804
958,2176,2023-08-31,46804
959,2176,2023-09-30,46804
960,2182,2022-10-31,46952
961,2182,2022-11-30,46952
962,2182,2022-12-31,46952
963,2182,2023-01-31,46952
964,2182,2023-02-28,46952
965,2182,2023-03-31,46952
966,2182,2023-04-30,46952
967,2182,2023-05-31,46952
968,2182,2023-06-30,46952
969,2182,2023-07-31,46952
970,2182,2023-08-31,46952
971,2182,2023-09-30,46952
972,2185,2022-10-31,44279
973,2185,2022-11-30,44279
974,2185,2022-12-31,44279
975,2185,2023-01-31,44279
976,2185,2023-02-28,44279
977,2185,2023-03-31,44279
978,2185,2023-04-30,44279
979,2185,2023-05-31,44279
980,2185,2023-06-30,44279
981,2185,2023-07-31,44279
982,2185,2023-08-31,44279
983,2185,2023-09-30,44279
984,2190,2022-10-31,92419
985,2190,2022-11-30,92419
986,2190,2022-12-31,92419
987,2190,2023-01-31,92419
988,2190,2023-02-28,92419
989,2190,2023-03-31,92419
990,2190,2023-04-30,92419
991,2190,2023-05-31,92419
992,2190,2023-06-30,92419
993,2190,2023-07-31,92419
994,2190,2023-08-31,92419
995,2190,2023-09-30,92419
996,2194,2022-10-31,61772
997,2194,2022-11-30,61772
998,2194,2022-12-31,61772
999,2194,2023-01-31,61772
1000,2194,2023-02-28,61772
1001,2194,2023-03-31,61772
1002,2194,2023-04-30,61772
1003,2194,2023-05-31,61772
1004,2194,2023-06-30,61772
1005,2194,2023-07-31,61772
1006,2194,2023-08-31,61772
1007,2194,2023-09-30,61772
1008,2203,2022-10-31,24267
1009,2203,2022-11-30,24267
1010,2203,2022-12-31,24267
1011,2203,2023-01-31,24267
1012,2203,2023-02-28,24267
1013,2203,2023-03-31,24267
1014,2203,2023-04-30,24267
1015,2203,2023-05-31,24267
1016,2203,2023-06-30,24267
1017,2203,2023-07-31,24267
1018,2203,2023-08-31,24267
1019,2203,2023-09-30,24267
1020,2205,2022-10-31,52238
1021,2205,2022-11-30,52238
1022,2205,2022-12-31,52238
1023,2205,2023-01-31,52238
1024,2205,2023-02-28,52238
1025,2205,2023-03-31,52238
1026,2205,2023-04-30,52238
1027,2205,2023-05-31,52238
1028,2205,2023-06-30,52238
1029,2205,2023-07-31,52238
1030,2205,2023-08-31,52238
1031,2205,2023-09-30,52238
1032,2216,2022-10-31,99314
1033,2216,2022-11-30,99314
1034,2216,2022-12-31,99314
1035,2216,2023-01-31,99314
1036,2216,2023-02-28,99314
1037,2216,2023-03-31,99314
1038,2216,2023-04-30,99314
1039,2216,2023-05-31,99314
1040,2216,2023-06-30,99314
1041,2216,2023-07-31,99314
1042,2216,2023-08-31,99314
1043,2216,2023-09-30,99314
1044,2226,2022-10-31,27202
1045,2226,2022-11-30,27202
1046,2226,2022-12-31,27202
1047,2226,2023-01-31,27202
1048,2226,2023-02-28,27202
1049,2226,2023-03-31,27202
1050,2226,2023-04-30,27202
1051,2226,2023-05-31,27202
1052,2226,2023-06-30,27202
1053,2226,2023-07-31,27202
1054,2226,2023-08-31,27202
1055,2226,2023-09-30,27202
1056,2230,2022-10-31,69625
1057,2230,2022-11-30,69625
1058,2230,2022-12-31,69625
1059,2230,2023-01-31,69625
1060,2230,2023-02-28,69625
1061,2230,2023-03-31,69625
1062,2230,2023-04-30,69625
1063,2230,2023-05-31,69625
1064,2230,2023-06-30,69625
1065,2230,2023-07-31,69625
1066,2230,2023-08-31,69625
1067,2230,2023-09-30,69625
1068,2237,2022-10-31,99900
1069,2237,2022-11-30,99900
1070,2237,2022-12-31,99900
1071,2237,2023-01-31,99900
1072,2237,2023-02-28,99900
1073,2237,2023-03-31,99900
1074,2237,2023-04-30,99900
1075,2237,2023-05-31,99900
1076,2237,2023-06-30,99900
1077,2237,2023-07-31,99900
1078,2237,2023-08-31,99900
1079,2237,2023-09-30,99900
1080,2238,2022-10-31,44087
1081,2238,2022-11-30,44087
1082,2238,2022-12-31,44087
1083,2238,2023-01-31,44087
1084,2238,2023-02-28,44087
1085,2238,2023-03-31,44087
1086,2238,2023-04-30,44087
1087,2238,2023-05-31,44087
1088,2238,2023-06-30,44087
1089,2238,2023-07-31,44087
1090,2238,2023-08-31,44087
1091,2238,2023-09-30,44087
1092,2243,2022-10-31,63304
1093,2243,2022-11-30,63304
1094,2243,2022-12-31,63304
1095,2243,2023-01-31,63304
1096,2243,2023-02-28,63304
1097,2243,2023-03-31,63304
1098,2243,2023-04-30,63304
1099,2243,2023-05-31,63304
1100,2243,2023-06-30,63304
1101,2243,2023-07-31,63304
1102,2243,2023-08-31,63304
1103,2243,2023-09-30,63304
1104,2246,2022-10-31,26978
1105,2246,2022-11-30,26978
1106,2246,2022-12-31,26978
1107,2246,2023-01-31,26978
1108,2246,2023-02-28,26978
1109,2246,2023-03-31,26978
1110,2246,2023-04-30,26978
1111,2246,2023-05-31,26978
1112,2246,2023-06-30,26978
1113,2246,2023-07-31,26978
1114,2246,2023-08-31,26978
1115,2246,2023-09-30,26978
1116,2247,2022-10-31,87272
1117,2247,2022-11-30,87272
1118,2247,2022-12-31,87272
1119,2247,2023-01-31,87272
1120,2247,2023-02-28,87272
1121,2247,2023-03-31,87272
1122,2247,2023-04-30,87272
1123,2247,2023-05-31,87272
1124,2247,2023-06-30,87272
1125,2247,2023-07-31,87272
1126,2247,2023-08-31,87272
1127,2247,2023-09-30,87272
1128,2248,2022-10-31,73004
1129,2248,2022-11-30,73004
1130,2248,2022-12-31,73004
1131,2248,2023-01-31,73004
1132,2248,2023-02-28,73004
1133,2248,2023-03-31,73004
1134,2248,2023-04-30,73004
1135,2248,2023-05-31,73004
1136,2248,2023-06-30,73004
1137,2248,2023-07-31,73004
1138,2248,2023-08-31,73004
1139,2248,2023-09-30,73004
1140,2252,2022-10-31,53678
1141,2252,2022-11-30,53678
1142,2252,2022-12-31,53678
1143,2252,2023-01-31,53678
1144,2252,2023-02-28,53678
1145,2252,2023-03-31,53678
1146,2252,2023-04-30,53678
1147,2252,2023-05-31,53678
1148,2252,2023-06-30,53678
1149,2252,2023-07-31,53678
1150,2252,2023-08-31,53678
1151,2252,2023-09-30,53678
1152,2255,2022-10-31,48451
1153,2255,2022-11-30,48451
1154,2255,2022-12-31,48451
1155,2255,2023-01-31,48451
1156,2255,2023-02-28,48451
1157,2255,2023-03-31,48451
1158,2255,2023-04-30,48451
1159,2255,2023-05-31,48451
1160,2255,2023-06-30,48451
1161,2255,2023-07-31,48451
1162,2255,2023-08-31,48451
1163,2255,2023-09-30,48451
1164,2264,2022-10-31,53427
1165,2264,2022-11-30,53427
1166,2264,2022-12-31,53427
1167,2264,2023-01-31,53427
1168,2264,2023-02-28,53427
1169,2264,2023-03-31,53427
1170,2264,2023-04-30,53427
1171,2264,2023-05-31,53427
1172,2264,2023-06-30,53427
1173,2264,2023-07-31,53427
1174,2264,2023-08-31,53427
1175,2264,2023-09-30,53427
1176,2276,2022-10-31,93862
1177,2276,2022-11-30,93862
1178,2276,2022-12-31,93862
1179,2276,2023-01-31,93862
1180,2276,2023-02-28,93862
1181,2276,2023-03-31,93862
1182,2276,2023-04-30,93862
1183,2276,2023-05-31,93862
1184,2276,2023-06-30,93862
1185,2276,2023-07-31,93862
1186,2276,2023-08-31,93862
1187,2276,2023-09-30,93862
1188,2289,2022-10-31,54294
1189,2289,2022-11-30,54294
1190,2289,2022-12-31,54294
1191,2289,2023-01-31,54294
1192,2289,2023-02-28,54294
1193,2289,2023-03-31,54294
1194,2289,2023-04-30,54294
1195,2289,2023-05-31,54294
1196,2289,2023-06-30,54294
1197,2289,2023-07-31,54294
1198,2289,2023-08-31,54294
1199,2289,2023-09-30,54294
1200,2292,2022-10-31,51753
1201,2292,2022-11-30,51753
1202,2292,2022-12-31,51753
1203,2292,2023-01-31,51753
1204,2292,2023-02-28,51753
1205,2292,2023-03-31,51753
1206,2292,2023-04-30,51753
1207,2292,2023-05-31,51753
1208,2292,2023-06-30,51753
1209,2292,2023-07-31,51753
1210,2292,2023-08-31,51753
1211,2292,2023-09-30,51753
1212,2295,2022-10-31,28067
1213,2295,2022-11-30,28067
1214,2295,2022-12-31,28067
1215,2295,2023-01-31,28067
1216,2295,2023-02-28,28067
1217,2295,2023-03-31,28067
1218,2295,2023-04-30,28067
1219,2295,2023-05-31,28067
1220,2295,2023-06-30,28067
1221,2295,2023-07-31,28067
1222,2295,2023-08-31,28067
1223,2295,2023-09-30,28067
1224,2296,2022-10-31,68371
1225,2296,2022-11-30,68371
1226,2296,2022-12-31,68371
1227,2296,2023-01-31,68371
1228,2296,2023-02-28,68371
1229,2296,2023-03-31,68371
1230,2296,2023-04-30,68371
1231,2296,2023-05-31,68371
1232,2296,2023-06-30,68371
1233,2296,2023-07-31,68371
1234,2296,2023-08-31,68371
1235,2296,2023-09-30,68371
1236,2298,2022-10-31,89291
1237,2298,2022-11-30,89291
1238,2298,2022-12-31,89291
1239,2298,2023-01-31,89291
1240,2298,2023-02-28,89291
1241,2298,2023-03-31,89291
1242,2298,2023-04-30,89291
1243,2298,2023-05-31,89291
1244,2298,2023-06-30,89291
1245,2298,2023-07-31,89291
1246,2298,2023-08-31,89291
1247,2298,2023-09-30,89291
1248,2299,2022-10-31,25110
1249,2299,2022-11-30,25110
1250,2299,2022-12-31,25110
1251,2299,2023-01-31,25110
1252,2299,2023-02-28,25110
1253,2299,2023-03-31,25110
1254,2299,2023-04-30,25110
1255,2299,2023-05-31,25110
1256,2299,2023-06-30,25110
1257,2299,2023-07-31,25110
1258,2299,2023-08-31,25110
1259,2299,2023-09-30,25110
1260,2301,2022-10-31,64512
1261,2301,2022-11-30,64512
1262,2301,2022-12-31,64512
1263,2301,2023-01-31,64512
1264,2301,2023-02-28,64512
1265,2301,2023-03-31,64512
1266,2301,2023-04-30,64512
1267,2301,2023-05-31,64512
1268,2301,2023-06-30,64512
1269,2301,2023-07-31,64512
1270,2301,2023-08-31,64512
1271,2301,2023-09-30,64512
1272,2303,2022-10-31,27059
1273,2303,2022-11-30,27059
1274,2303,2022-12-31,27059
1275,2303,2023-01-31,27059
1276,2303,2023-02-28,27059
1277,2303,2023-03-31,27059
1278,2303,2023-04-30,27059
1279,2303,2023-05-31,27059
1280,2303,2023-06-30,27059
1281,2303,2023-07-31,27059
1282,2303,2023-08-31,27059
1283,2303,2023-09-30,27059
1284,2306,2022-10-31,73715
1285,2306,2022-11-30,73715
1286,2306,2022-12-31,73715
1287,2306,2023-01-31,73715
1288,2306,2023-02-28,73715
1289,2306,2023-03-31,73715
1290,2306,2023-04-30,73715
1291,2306,2023-05-31,73715
1292,2306,2023-06-30,73715
1293,2306,2023-07-31,73715
1294,2306,2023-08-31,73715
1295,2306,2023-09-30,73715
1296,2307,2022-10-31,10029
1297,2307,2022-11-30,10029
1298,2307,2022-12-31,10029
1299,2307,2023-01-31,10029
1300,2307,2023-02-28,10029
1301,2307,2023-03-31,10029
1302,2307,2023-04-30,10029
1303,2307,2023-05-31,10029
1304,2307,2023-06-30,10029
1305,2307,2023-07-31,10029
1306,2307,2023-08-31,10029
1307,2307,2023-09-30,10029
1308,2309,2022-10-31,25200
1309,2309,2022-11-30,25200
1310,2309,2022-12-31,25200
1311,2309,2023-01-31,25200
1312,2309,2023-02-28,25200
1313,2309,2023-03-31,25200
1314,2309,2023-04-30,25200
1315,2309,2023-05-31,25200
1316,2309,2023-06-30,25200
1317,2309,2023-07-31,25200
1318,2309,2023-08-31,25200
1319,2309,2023-09-30,25200
1320,2312,2022-10-31,10724
1321,2312,2022-11-30,10724
1322,2312,2022-12-31,10724
1323,2312,2023-01-31,10724
1324,2312,2023-02-28,10724
1325,2312,2023-03-31,10724
1326,2312,2023-04-30,10724
1327,2312,2023-05-31,10724
1328,2312,2023-06-30,10724
1329,2312,2023-07-31,10724
1330,2312,2023-08-31,10724
1331,2312,2023-09-30,10724
1332,2318,2022-10-31,32305
1333,2318,2022-11-30,32305
1334,2318,2022-12-31,32305
1335,2318,2023-01-31,32305
1336,2318,2023-02-28,32305
1337,2318,2023-03-31,32305
1338,2318,2023-04-30,32305
1339,2318,2023-05-31,32305
1340,2318,2023-06-30,32305
1341,2318,2023-07-31,32305
1342,2318,2023-08-31,32305
1343,2318,2023-09-30,32305
1344,2322,2022-10-31,97312
1345,2322,2022-11-30,97312
1346,2322,2022-12-31,97312
1347,2322,2023-01-31,97312
1348,2322,2023-02-28,97312
1349,2322,2023-03-31,97312
1350,2322,2023-04-30,97312
1351,2322,2023-05-31,97312
1352,2322,2023-06-30,97312
1353,2322,2023-07-31,97312
1354,2322,2023-08-31,97312
1355,2322,2023-09-30,97312
1356,2328,2022-10-31,19976
1357,2328,2022-11-30,19976
1358,2328,2022-12-31,19976
1359,2328,2023-01-31,19976
1360,2328,2023-02-28,19976
1361,2328,2023-03-31,19976
1362,2328,2023-04-30,19976
1363,2328,2023-05-31,19976
1364,2328,2023-06-30,19976
1365,2328,2023-07-31,19976
1366,2328,2023-08-31,19976
1367,2328,2023-09-30,19976
1368,2330,2022-10-31,52150
1369,2330,2022-11-30,52150
1370,2330,2022-12-31,52150
1371,2330,2023-01-31,52150
1372,2330,2023-02-28,52150
1373,2330,2023-03-31,52150
1374,2330,2023-04-30,52150
1375,2330,2023-05-31,52150
1376,2330,2023-06-30,52150
1377,2330,2023-07-31,52150
1378,2330,2023-08-31,52150
1379,2330,2023-09-30,52150
1380,2335,2022-10-31,32907
1381,2335,2022-11-30,32907
1382,2335,2022-12-31,32907
1383,2335,2023-01-31,32907
1384,2335,2023-02-28,32907
1385,2335,2023-03-31,32907
1386,2335,2023-04-30,32907
1387,2335,2023-05-31,32907
1388,2335,2023-06-30,32907
1389,2335,2023-07-31,32907
1390,2335,2023-08-31,32907
1391,2335,2023-09-30,32907
1392,2337,2022-10-31,77735
1393,2337,2022-11-30,77735
1394,2337,2022-12-31,77735
1395,2337,2023-01-31,77735
1396,2337,2023-02-28,77735
1397,2337,2023-03-31,77735
1398,2337,2023-04-30,77735
1399,2337,2023-05-31,77735
1400,2337,2023-06-30,77735
1401,2337,2023-07-31,77735
1402,2337,2023-08-31,77735
1403,2337,2023-09-30,77735
1404,2339,2022-10-31,96318
1405,2339,2022-11-30,96318
1406,2339,2022-12-31,96318
1407,2339,2023-01-31,96318
1408,2339,2023-02-28,96318
1409,2339,2023-03-31,96318
1410,2339,2023-04-30,96318
1411,2339,2023-05-31,96318
1412,2339,2023-06-30,96318
1413,2339,2023-07-31,96318
1414,2339,2023-08-31,96318
1415,2339,2023-09-30,96318
1416,2354,2022-10-31,77743
1417,2354,2022-11-30,77743
1418,2354,2022-12-31,77743
1419,2354,2023-01-31,77743
1420,2354,2023-02-28,77743
1421,2354,2023-03-31,77743
1422,2354,2023-04-30,77743
1423,2354,2023-05-31,77743
1424,2354,2023-06-30,77743
1425,2354,2023-07-31,77743
1426,2354,2023-08-31,77743
1427,2354,2023-09-30,77743
1428,2359,2022-10-31,47508
1429,2359,2022-11-30,47508
1430,2359,2022-12-31,47508
1431,2359,2023-01-31,47508
1432,2359,2023-02-28,47508
1433,2359,2023-03-31,47508
1434,2359,2023-04-30,47508
1435,2359,2023-05-31,47508
1436,2359,2023-06-30,47508
1437,2359,2023-07-31,47508
1438,2359,2023-08-31,47508
1439,2359,2023-09-30,47508
1440,2360,2022-10-31,27697
1441,2360,2022-11-30,27697
1442,2360,2022-12-31,27697
1443,2360,2023-01-31,27697
1444,2360,2023-02-28,27697
1445,2360,2023-03-31,27697
1446,2360,2023-04-30,27697
1447,2360,2023-05-31,27697
1448,2360,2023-06-30,27697
1449,2360,2023-07-31,27697
1450,2360,2023-08-31,27697
1451,2360,2023-09-30,27697
1452,2362,2022-10-31,26546
1453,2362,2022-11-30,26546
1454,2362,2022-12-31,26546
1455,2362,2023-01-31,26546
1456,2362,2023-02-28,26546
1457,2362,2023-03-31,26546
1458,2362,2023-04-30,26546
1459,2362,2023-05-31,26546
1460,2362,2023-06-30,26546
1461,2362,2023-07-31,26546
1462,2362,2023-08-31,26546
1463,2362,2023-09-30,26546
1464,2368,2022-10-31,29180
1465,2368,2022-11-30,29180
1466,2368,2022-12-31,29180
1467,2368,2023-01-31,29180
1468,2368,2023-02-28,29180
1469,2368,2023-03-31,29180
1470,2368,2023-04-30,29180
1471,2368,2023-05-31,29180
1472,2368,2023-06-30,29180
1473,2368,2023-07-31,29180
1474,2368,2023-08-31,29180
1475,2368,2023-09-30,29180
1476,2376,2022-10-31,19235
1477,2376,2022-11-30,19235
1478,2376,2022-12-31,19235
1479,2376,2023-01-31,19235
1480,2376,2023-02-28,19235
1481,2376,2023-03-31,19235
1482,2376,2023-04-30,19235
1483,2376,2023-05-31,19235
1484,2376,2023-06-30,19235
1485,2376,2023-07-31,19235
1486,2376,2023-08-31,19235
1487,2376,2023-09-30,19235
1488,2377,2022-10-31,72454
1489,2377,2022-11-30,72454
1490,2377,2022-12-31,72454
1491,2377,2023-01-31,72454
1492,2377,2023-02-28,72454
1493,2377,2023-03-31,72454
1494,2377,2023-04-30,72454
1495,2377,2023-05-31,72454
1496,2377,2023-06-30,72454
1497,2377,2023-07-31,72454
1498,2377,2023-08-31,72454
1499,2377,2023-09-30,72454
1500,2384,2022-10-31,85319
1501,2384,2022-11-30,85319
1502,2384,2022-12-31,85319
1503,2384,2023-01-31,85319
1504,2384,2023-02-28,85319
1505,2384,2023-03-31,85319
1506,2384,2023-04-30,85319
1507,2384,2023-05-31,85319
1508,2384,2023-06-30,85319
1509,2384,2023-07-31,85319
1510,2384,2023-08-31,85319
1511,2384,2023-09-30,85319
1512,2386,2022-10-31,29764
1513,2386,2022-11-30,29764
1514,2386,2022-12-31,29764
1515,2386,2023-01-31,29764
1516,2386,2023-02-28,29764
1517,2386,2023-03-31,29764
1518,2386,2023-04-30,29764
1519,2386,2023-05-31,29764
1520,2386,2023-06-30,29764
1521,2386,2023-07-31,29764
1522,2386,2023-08-31,29764
1523,2386,2023-09-30,29764
1524,2388,2022-10-31,27795
1525,2388,2022-11-30,27795
1526,2388,2022-12-31,27795
1527,2388,2023-01-31,27795
1528,2388,2023-02-28,27795
1529,2388,2023-03-31,27795
1530,2388,2023-04-30,27795
1531,2388,2023-05-31,27795
1532,2388,2023-06-30,27795
1533,2388,2023-07-31,27795
1534,2388,2023-08-31,27795
1535,2388,2023-09-30,27795
1536,2390,2022-10-31,54333
1537,2390,2022-11-30,54333
1538,2390,2022-12-31,54333
1539,2390,2023-01-31,54333
1540,2390,2023-02-28,54333
1541,2390,2023-03-31,54333
1542,2390,2023-04-30,54333
1543,2390,2023-05-31,54333
1544,2390,2023-06-30,54333
1545,2390,2023-07-31,54333
1546,2390,2023-08-31,54333
1547,2390,2023-09-30,54333
1548,2402,2022-10-31,63911
1549,2402,2022-11-30,63911
1550,2402,2022-12-31,63911
1551,2402,2023-01-31,63911
1552,2402,2023-02-28,63911
1553,2402,2023-03-31,63911
1554,2402,2023-04-30,63911
1555,2402,2023-05-31,63911
1556,2402,2023-06-30,63911
1557,2402,2023-07-31,63911
1558,2402,2023-08-31,63911
1559,2402,2023-09-30,63911
1560,2407,2022-10-31,39652
1561,2407,2022-11-30,39652
1562,2407,2022-12-31,39652
1563,2407,2023-01-31,39652
1564,2407,2023-02-28,39652
1565,2407,2023-03-31,39652
1566,2407,2023-04-30,39652
1567,2407,2023-05-31,39652
1568,2407,2023-06-30,39652
1569,2407,2023-07-31,39652
1570,2407,2023-08-31,39652
1571,2407,2023-09-30,39652
1572,2412,2022-10-31,56227
1573,2412,2022-11-30,56227
1574,2412,2022-12-31,56227
1575,2412,2023-01-31,56227
1576,2412,2023-02-28,56227
1577,2412,2023-03-31,56227
1578,2412,2023-04-30,56227
1579,2412,2023-05-31,56227
1580,2412,2023-06-30,56227
1581,2412,2023-07-31,56227
1582,2412,2023-08-31,56227
1583,2412,2023-09-30,56227
1584,2422,2022-10-31,94153
1585,2422,2022-11-30,94153
1586,2422,2022-12-31,94153
1587,2422,2023-01-31,94153
1588,2422,2023-02-28,94153
1589,2422,2023-03-31,94153
1590,2422,2023-04-30,94153
1591,2422,2023-05-31,94153
1592,2422,2023-06-30,94153
1593,2422,2023-07-31,94153
1594,2422,2023-08-31,94153
1595,2422,2023-09-30,94153
1596,2428,2022-10-31,89582
1597,2428,2022-11-30,89582
1598,2428,2022-12-31,89582
1599,2428,2023-01-31,89582
1600,2428,2023-02-28,89582
1601,2428,2023-03-31,89582
1602,2428,2023-04-30,89582
1603,2428,2023-05-31,89582
1604,2428,2023-06-30,89582
1605,2428,2023-07-31,89582
1606,2428,2023-08-31,89582
1607,2428,2023-09-30,89582
1608,2432,2022-10-31,44381
1609,2432,2022-11-30,44381
1610,2432,2022-12-31,44381
1611,2432,2023-01-31,44381
1612,2432,2023-02-28,44381
1613,2432,2023-03-31,44381
1614,2432,2023-04-30,44381
1615,2432,2023-05-31,44381
1616,2432,2023-06-30,44381
1617,2432,2023-07-31,44381
1618,2432,2023-08-31,44381
1619,2432,2023-09-30,44381
1620,2433,2022-10-31,57687
1621,2433,2022-11-30,57687
1622,2433,2022-12-31,57687
1623,2433,2023-01-31,57687
1624,2433,2023-02-28,57687
1625,2433,2023-03-31,57687
1626,2433,2023-04-30,57687
1627,2433,2023-05-31,57687
1628,2433,2023-06-30,57687
1629,2433,2023-07-31,57687
1630,2433,2023-08-31,57687
1631,2433,2023-09-30,57687
1632,2435,2022-10-31,71902
1633,2435,2022-11-30,71902
1634,2435,2022-12-31,71902
1635,2435,2023-01-31,71902
1636,2435,2023-02-28,71902
1637,2435,2023-03-31,71902
1638,2435,2023-04-30,71902
1639,2435,2023-05-31,71902
1640,2435,2023-06-30,71902
1641,2435,2023-07-31,71902
1642,2435,2023-08-31,71902
1643,2435,2023-09-30,71902
1644,2436,2022-10-31,47411
1645,2436,2022-11-30,47411
1646,2436,2022-12-31,47411
1647,2436,2023-01-31,47411
1648,2436,2023-02-28,47411
1649,2436,2023-03-31,47411
1650,2436,2023-04-30,47411
1651,2436,2023-05-31,47411
1652,2436,2023-06-30,47411
1653,2436,2023-07-31,47411
1654,2436,2023-08-31,47411
1655,2436,2023-09-30,47411
1656,2437,2022-10-31,81573
1657,2437,2022-11-30,81573
1658,2437,2022-12-31,81573
1659,2437,2023-01-31,81573
1660,2437,2023-02-28,81573
1661,2437,2023-03-31,81573
1662,2437,2023-04-30,81573
1663,2437,2023-05-31,81573
1664,2437,2023-06-30,81573
1665,2437,2023-07-31,81573
1666,2437,2023-08-31,81573
1667,2437,2023-09-30,81573
1668,2438,2022-10-31,10277
1669,2438,2022-11-30,10277
1670,2438,2022-12-31,10277
1671,2438,2023-01-31,10277
1672,2438,2023-02-28,10277
1673,2438,2023-03-31,10277
1674,2438,2023-04-30,10277
1675,2438,2023-05-31,10277
1676,2438,2023-06-30,10277
1677,2438,2023-07-31,10277
1678,2438,2023-08-31,10277
1679,2438,2023-09-30,10277
1680,2440,2022-10-31,66981
1681,2440,2022-11-30,66981
1682,2440,2022-12-31,66981
1683,2440,2023-01-31,66981
1684,2440,2023-02-28,66981
1685,2440,2023-03-31,66981
1686,2440,2023-04-30,66981
1687,2440,2023-05-31,66981
1688,2440,2023-06-30,66981
1689,2440,2023-07-31,66981
1690,2440,2023-08-31,66981
1691,2440,2023-09-30,66981
1692,2442,2022-10-31,60876
1693,2442,2022-11-30,60876
1694,2442,2022-12-31,60876
1695,2442,2023-01-31,60876
1696,2442,2023-02-28,60876
1697,2442,2023-03-31,60876
1698,2442,2023-04-30,60876
1699,2442,2023-05-31,60876
1700,2442,2023-06-30,60876
1701,2442,2023-07-31,60876
1702,2442,2023-08-31,60876
1703,2442,2023-09-30,60876
1704,2446,2022-10-31,36831
1705,2446,2022-11-30,36831
1706,2446,2022-12-31,36831
1707,2446,2023-01-31,36831
